date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,showrooms_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,quality_arrivals
"Sep 20, 2023",Model_F,356,140,139,3,0,2,1541,1876,919,449,0,32,289,23,623,1737,358
"Apr 24, 2023",Model_E,256,70,48,3,0,0,1016,1182,801,199,0,9,156,142,387,1086,256
"Jun 12, 2023",Model_B,962,320,158,2,3,12,835,1536,776,399,0,67,189,11,552,1361,977
"Feb 25, 2023",Model_F,415,138,150,5,0,0,1987,2310,1435,551,0,19,182,349,613,2171,415
"Jan 10, 2023",Model_A,1808,684,188,0,1,10,2536,3485,2479,545,0,23,310,129,1145,3194,1823
"Feb 20, 2023",Model_E,328,111,63,3,0,6,898,1073,723,206,0,17,117,137,388,1011,328
"Mar 15, 2023",Model_D,996,377,126,5,1,5,1537,2226,1304,463,0,111,223,61,875,1980,1004
"Mar 22, 2023",Model_D,1253,451,186,10,1,8,2830,3577,1199,576,0,1460,226,90,1176,3247,1265
"Jan 1, 2023",Model_B,677,231,108,2,0,4,559,938,773,26,0,1,124,7,278,862,679
"Oct 23, 2023",Model_F,309,117,60,5,0,0,999,1293,785,367,0,14,195,29,464,1174,309
"Oct 28, 2023",Model_E,229,55,35,0,0,0,369,639,344,228,0,10,49,2,224,603,229
"Jan 14, 2023",Model_F,309,114,56,3,0,0,916,1161,810,247,0,2,105,133,342,1069,310
"Mar 23, 2023",Model_B,1030,326,162,6,2,0,1242,1872,897,656,0,70,207,18,667,1727,1038
"Dec 11, 2023",Model_C,559,176,64,1,1,0,1020,1379,794,393,0,28,148,68,510,1262,562
"Oct 13, 2023",Model_D,843,304,106,2,0,8,2444,2976,1022,508,0,46,184,383,941,2747,845
"Oct 22, 2023",Model_B,887,336,168,2,0,0,747,1408,665,528,0,27,159,7,468,1276,893
"May 19, 2023",Model_C,877,232,121,5,0,6,901,1500,774,398,0,61,174,5,599,1342,884
"Mar 11, 2023",Model_F,402,133,159,1,0,2,2215,2630,1108,666,0,14,148,492,730,2490,403
"Apr 3, 2023",Model_C,1365,348,125,9,0,4,1197,2003,849,796,0,106,237,8,842,1763,1368
"Apr 17, 2023",Model_C,1070,255,119,4,0,0,982,1651,779,561,0,70,198,12,672,1499,1072
"Jan 20, 2023",Model_C,1214,316,135,8,0,0,1736,2375,1139,905,0,20,298,18,831,2135,1219
"Jan 19, 2023",Model_C,1223,341,128,7,0,0,1731,2395,1185,887,0,17,319,23,878,2173,1230
"Jan 23, 2023",Model_E,352,130,78,4,0,0,940,1088,765,206,0,4,104,140,387,1017,353
"Jan 6, 2023",Model_C,1222,362,142,4,0,12,1582,2276,1888,40,0,18,279,15,812,2046,1233
"Jan 21, 2023",Model_F,365,141,48,3,0,0,892,1139,786,252,0,4,93,97,352,1051,367
"Apr 2, 2023",Model_F,281,71,97,6,0,3,1328,1683,813,265,0,9,111,404,445,1605,282
"May 13, 2023",Model_A,1628,545,224,2,0,6,2759,3659,1877,901,0,61,319,360,1117,3379,1640
"Jan 24, 2023",Model_A,1781,697,196,4,0,6,2627,3546,1990,1190,0,15,316,125,1129,3257,1791
"Feb 10, 2023",Model_E,293,98,53,3,0,0,943,1112,724,215,0,17,116,154,354,1040,295
"Feb 18, 2023",Model_D,1091,468,180,3,0,2,1948,2645,1289,932,0,146,220,75,926,2343,1097
"Feb 28, 2023",Model_F,371,119,105,5,0,0,1402,1742,946,344,0,104,149,217,570,1619,372
"Jan 22, 2023",Model_F,317,114,58,4,0,2,807,1087,759,239,0,2,82,96,316,1004,318
"May 28, 2023",Model_C,732,174,80,0,0,0,742,1141,605,318,0,39,130,8,387,1046,736
"Jun 1, 2023",Model_A,1804,575,183,4,0,4,2450,3433,2095,960,0,7,316,391,1080,3185,1817
"Feb 9, 2023",Model_A,1799,664,232,0,0,12,2858,3880,1934,1395,0,191,336,142,1238,3565,1809
"Feb 4, 2023",Model_D,1221,499,204,9,0,8,2309,3033,1433,1068,0,27,379,78,1014,2686,1229
"Jun 30, 2023",Model_C,918,280,134,6,1,6,881,1469,810,418,0,44,148,8,562,1332,923
"Jun 19, 2023",Model_B,258,5,8,0,0,0,215,361,196,101,0,7,38,0,146,347,258
"May 25, 2023",Model_F,294,86,66,5,0,0,1094,1461,889,307,0,28,127,150,509,1353,296
"Jun 8, 2023",Model_B,794,293,149,1,3,6,723,1272,614,395,0,78,151,13,464,1174,809
"Apr 22, 2023",Model_B,1005,310,148,2,2,4,798,1374,611,536,0,58,145,6,449,1251,1019
"May 30, 2023",Model_F,327,99,82,5,0,0,1134,1512,966,220,0,9,182,185,544,1397,330
"May 26, 2023",Model_E,314,119,27,0,0,5,80,454,292,85,0,1,53,1,198,421,317
"Jun 18, 2023",Model_F,243,76,180,5,0,0,1217,1498,760,408,0,14,176,152,460,1371,244
"Jun 4, 2023",Model_B,911,279,149,2,0,4,796,1432,738,469,0,45,168,8,504,1323,918
"Jul 3, 2023",Model_A,1722,530,129,7,0,6,2464,3410,1958,1087,0,14,338,283,1101,3187,1731
"May 8, 2023",Model_F,293,86,85,3,0,2,1193,1589,870,351,0,35,186,164,516,1483,296
"Jan 17, 2023",Model_F,328,118,53,4,0,4,885,1127,811,224,0,2,81,106,375,1049,330
"Jul 15, 2023",Model_A,1473,481,188,5,1,8,2516,3343,1686,1343,0,23,299,284,994,3075,1486
"Dec 9, 2023",Model_B,599,212,86,0,0,2,528,1011,486,342,0,32,122,2,346,886,606
"Jun 27, 2023",Model_F,361,110,200,6,0,4,1673,1958,839,473,0,144,171,221,706,1804,364
"Jul 11, 2023",Model_C,884,272,161,1,1,18,890,1499,774,496,0,44,147,11,572,1349,894
"Jul 13, 2023",Model_E,348,132,55,9,0,8,275,961,421,318,0,18,111,2,357,915,348
"Aug 17, 2023",Model_C,937,276,112,5,0,2,1463,2013,1198,539,0,60,168,71,734,1802,942
"Jul 23, 2023",Model_C,862,254,130,3,0,2,927,1475,709,520,0,56,181,3,558,1371,867
"Apr 5, 2023",Model_C,1241,324,122,11,0,2,1151,1914,845,669,0,91,257,13,811,1717,1246
"Feb 24, 2023",Model_B,1041,387,230,5,0,8,1589,2215,778,1096,0,94,211,19,769,2024,1047
"Apr 16, 2023",Model_A,1834,644,163,4,0,0,2613,3447,1976,1153,0,11,317,470,1040,3185,1842
"Apr 19, 2023",Model_B,989,271,156,3,0,8,786,1365,590,534,0,55,155,10,481,1258,998
"Aug 13, 2023",Model_E,409,167,52,4,0,8,348,1098,448,395,0,14,111,2,385,1044,410
"Sep 28, 2023",Model_F,324,100,101,4,0,2,1301,1556,929,193,0,12,284,31,520,1444,326
"Oct 14, 2023",Model_B,809,306,144,2,0,10,690,1379,624,440,0,57,185,6,506,1228,816
"Feb 14, 2023",Model_E,299,98,65,2,0,2,895,1072,725,194,0,14,114,142,348,997,300
"Jan 8, 2023",Model_A,1494,691,246,2,0,8,2258,3025,2629,62,0,9,283,104,893,2801,1503
"Jun 2, 2023",Model_C,845,206,89,1,1,0,791,1324,688,398,0,38,153,9,507,1194,851
"Jan 25, 2023",Model_E,340,103,95,2,0,4,928,1071,732,197,0,3,120,144,371,982,342
"Jan 11, 2023",Model_D,856,301,141,9,1,2,1468,2069,1173,588,0,26,233,58,766,1836,860
"May 10, 2023",Model_B,1137,392,397,4,4,8,1355,2195,725,488,0,514,181,11,749,2022,1150
"Mar 19, 2023",Model_C,1182,318,114,8,1,6,1645,2267,1207,666,0,65,221,11,765,2074,1188
"May 17, 2023",Model_D,1078,310,622,3,2,10,2335,3368,1403,866,0,179,257,223,1202,3055,1082
"Jan 8, 2023",Model_E,215,97,57,1,0,4,629,745,648,7,0,1,75,70,207,718,216
"Aug 21, 2023",Model_D,1240,533,1604,4,7,22,4727,6174,1489,696,0,2898,295,331,1766,5762,1258
"Aug 26, 2023",Model_B,995,389,224,1,1,12,841,1686,597,678,0,98,215,10,594,1500,1007
"Aug 19, 2023",Model_E,361,136,42,1,0,2,296,980,497,259,0,12,86,3,358,912,361
"Oct 2, 2023",Model_F,24,5,6,0,0,0,1370,1484,1021,213,0,4,272,25,519,1409,24
"Jul 20, 2023",Model_F,361,113,177,5,0,0,1677,1966,927,671,0,19,193,162,691,1838,362
"Jul 25, 2023",Model_D,970,311,132,7,1,2,1645,2296,1230,635,0,73,226,120,897,2057,981
"Jun 6, 2023",Model_E,281,106,23,1,0,2,89,526,302,124,0,15,55,2,233,497,283
"Jun 19, 2023",Model_A,1610,487,227,5,1,11,2345,3383,2025,928,0,29,327,383,1120,3127,1630
"Jun 27, 2023",Model_E,339,126,63,4,0,12,229,850,428,191,0,23,100,0,339,810,341
"Jul 1, 2023",Model_D,826,281,107,2,1,4,1657,2167,1179,667,0,60,212,176,766,1941,831
"Feb 9, 2023",Model_D,1061,415,154,11,0,4,2020,2713,1209,928,0,209,290,72,959,2437,1068
"Jan 7, 2023",Model_B,972,405,231,3,0,21,846,1459,1182,44,0,9,184,15,517,1337,978
"Feb 15, 2023",Model_E,303,93,61,2,0,0,983,1155,813,194,0,9,130,154,395,1096,304
"Jun 16, 2023",Model_B,767,262,148,1,2,6,673,1365,682,402,0,72,174,16,496,1236,782
"Mar 11, 2023",Model_E,230,68,74,2,0,0,1041,1185,761,232,0,6,119,105,351,1111,232
"Mar 27, 2023",Model_A,1998,671,192,1,0,4,2801,3789,2060,987,0,413,305,140,1296,3489,2011
"Sep 8, 2023",Model_C,827,251,118,3,1,4,1391,2026,1105,568,0,60,222,78,751,1866,834
"Sep 16, 2023",Model_C,828,263,119,0,0,4,1528,2118,1138,595,0,112,184,93,711,1917,833
"Jun 11, 2023",Model_D,689,274,133,5,0,2,1552,2011,1052,499,0,61,233,332,700,1856,694
"Feb 4, 2023",Model_E,290,119,61,2,0,0,942,1086,725,243,0,0,122,145,314,1029,292
"Feb 16, 2023",Model_A,1758,640,251,4,0,10,2773,3850,1941,1459,0,124,318,129,1233,3532,1772
"Mar 4, 2023",Model_B,1104,424,228,2,0,16,1546,2234,900,839,0,62,198,18,674,2039,1109
"Feb 27, 2023",Model_A,1729,693,232,3,0,16,2553,3481,2200,869,0,31,302,111,1131,3184,1739
"Apr 16, 2023",Model_C,979,284,128,3,0,4,991,1556,687,627,0,56,169,11,571,1427,985
"Mar 20, 2023",Model_C,1300,310,126,5,0,2,1704,2434,1316,680,0,92,222,22,923,2213,1308
"Jul 15, 2023",Model_F,340,95,232,1,0,7,1795,2126,812,881,0,36,196,161,652,1953,343
"Jul 18, 2023",Model_D,816,253,147,4,1,4,1685,2246,1216,704,0,79,213,157,891,2048,824
"Jul 21, 2023",Model_A,1431,458,141,3,0,10,2333,3173,1683,1091,0,80,329,267,1011,2933,1435
"Oct 20, 2023",Model_C,783,249,95,1,0,4,1472,2008,1156,527,0,60,188,99,715,1810,784
"Oct 12, 2023",Model_A,1667,574,160,6,0,8,2560,3621,1975,1070,0,42,349,310,1184,3323,1683
"Oct 12, 2023",Model_E,267,97,44,5,0,0,348,720,373,245,0,9,81,2,319,675,268
"Oct 22, 2023",Model_F,232,79,80,5,1,0,909,1161,630,388,0,9,208,28,356,1081,233
"Oct 15, 2023",Model_F,258,90,73,3,0,2,882,1142,652,344,0,10,218,22,348,1061,258
"Nov 25, 2023",Model_D,540,187,129,0,0,4,2366,2819,707,479,0,49,156,509,908,2648,542
"Oct 24, 2023",Model_D,557,193,86,4,0,6,1850,2325,949,532,0,61,155,306,838,2160,558
"Nov 6, 2023",Model_B,820,279,149,3,1,2,678,1344,648,425,0,54,168,4,497,1192,832
"Nov 9, 2023",Model_F,207,59,64,1,0,2,952,1166,612,350,0,7,135,81,416,1101,208
"Dec 2, 2023",Model_F,112,48,45,0,0,0,609,754,364,248,0,3,90,62,227,714,112
"Dec 28, 2023",Model_D,572,213,91,2,0,0,3619,4031,923,546,0,19,204,901,957,3861,575
"Jun 4, 2023",Model_C,823,190,111,1,0,0,796,1267,662,380,0,33,131,15,443,1163,829
"Feb 8, 2023",Model_F,425,153,79,4,0,0,1318,1653,1041,345,0,22,113,190,495,1551,427
"Jan 8, 2023",Model_F,293,121,51,6,0,0,643,852,747,5,0,4,80,88,299,767,294
"Jun 26, 2023",Model_F,402,114,228,7,1,4,1806,2147,902,494,0,261,227,226,757,1993,406
"Jul 2, 2023",Model_E,336,133,47,3,0,0,210,865,407,265,0,10,98,4,341,831,337
"Aug 16, 2023",Model_D,830,258,100,3,0,6,1396,1970,1123,441,0,82,224,102,754,1780,830
"Aug 3, 2023",Model_B,1113,325,236,1,0,6,1046,1802,713,672,0,131,189,11,659,1593,1122
"Aug 20, 2023",Model_A,1513,526,309,3,0,6,2567,3398,1613,1434,0,15,337,375,1003,3134,1526
"Sep 16, 2023",Model_B,1175,453,223,0,1,10,1145,2046,823,706,0,146,264,7,737,1840,1190
"Aug 12, 2023",Model_F,330,93,148,2,0,0,1568,1897,818,551,0,21,379,24,607,1790,334
"Aug 1, 2023",Model_E,731,260,104,5,0,8,916,2141,761,427,0,583,201,5,631,2051,737
"Apr 7, 2023",Model_D,861,305,151,4,0,10,2196,2701,1097,752,0,91,231,407,942,2501,866
"Apr 27, 2023",Model_C,985,268,91,3,1,2,894,1520,767,450,0,93,175,11,654,1377,991
"Apr 16, 2023",Model_F,296,100,97,2,0,0,1134,1430,785,340,0,12,178,190,485,1317,297
"May 16, 2023",Model_B,979,293,263,3,3,12,930,1779,769,518,0,125,181,14,656,1629,993
"Apr 30, 2023",Model_F,234,85,64,2,0,6,1066,1339,970,116,0,17,130,160,418,1252,235
"Sep 30, 2023",Model_B,949,361,112,0,1,4,794,1529,991,194,0,43,202,7,563,1356,961
"Nov 23, 2023",Model_B,711,193,369,0,0,6,620,1399,581,398,0,130,199,5,495,1276,718
"Dec 16, 2023",Model_E,191,57,24,0,0,3,257,521,228,208,0,4,63,0,183,498,192
"Sep 10, 2023",Model_C,822,254,156,3,0,0,1421,2013,1120,624,0,62,187,72,662,1830,832
"Oct 20, 2023",Model_B,849,298,122,2,1,2,748,1391,648,464,0,59,157,4,505,1261,858
"Aug 8, 2023",Model_D,926,343,131,7,0,4,1524,2180,1152,564,0,106,225,108,832,1973,933
"Aug 14, 2023",Model_B,1247,442,164,4,0,14,1017,1812,863,587,0,90,224,10,691,1626,1259
"Aug 23, 2023",Model_D,886,381,794,9,3,17,2447,3606,1425,624,0,349,568,184,1278,3286,906
"Aug 29, 2023",Model_B,1138,459,302,4,0,27,870,1871,759,724,0,81,209,7,641,1662,1147
"Dec 22, 2023",Model_F,152,45,36,4,0,0,731,912,490,310,0,2,80,80,288,853,152
"May 15, 2023",Model_A,1962,582,295,2,0,18,3055,4085,2274,923,0,51,365,349,1293,3757,1975
"Nov 5, 2023",Model_F,193,66,95,1,0,0,932,1177,563,441,0,7,222,20,328,1113,194
"May 18, 2023",Model_F,278,77,78,5,0,0,1097,1509,893,326,0,35,127,178,565,1397,281
"Oct 10, 2023",Model_B,832,316,150,2,0,8,722,1416,722,411,0,48,170,6,530,1279,840
"Oct 13, 2023",Model_B,891,334,135,1,1,2,764,1435,683,492,0,55,156,3,564,1276,901
"Jun 2, 2023",Model_A,1535,518,183,1,1,6,2311,3201,1913,913,0,5,317,403,1026,2970,1552
"Apr 19, 2023",Model_E,208,59,54,3,0,2,821,973,644,197,0,7,108,108,351,909,209
"Sep 14, 2023",Model_F,320,124,138,5,1,2,1572,1916,809,510,0,27,378,35,637,1809,323
"Oct 16, 2023",Model_A,1727,620,173,0,3,8,2671,3741,2077,946,0,59,367,360,1203,3458,1749
"Nov 4, 2023",Model_D,596,242,92,1,0,2,1923,2389,934,490,0,47,190,325,822,2212,596
"Jul 19, 2023",Model_D,807,293,168,7,0,6,1554,2139,1207,606,0,60,205,127,827,1918,810
"Aug 2, 2023",Model_D,924,309,144,4,2,0,1704,2384,1120,741,0,185,218,127,913,2144,931
"Jul 26, 2023",Model_B,1035,307,205,1,3,4,975,1711,773,534,0,163,204,8,593,1525,1053
"Feb 1, 2023",Model_C,1139,307,138,4,1,2,1763,2415,1168,720,0,14,284,13,862,2206,1144
"Feb 10, 2023",Model_C,1228,352,141,6,0,0,1968,2706,1225,916,0,88,245,17,969,2454,1237
"Feb 3, 2023",Model_D,1054,439,153,5,1,6,1872,2538,1260,912,0,21,287,60,937,2265,1062
"Jul 15, 2023",Model_D,853,302,151,3,0,4,1752,2275,1073,902,0,56,222,143,807,2068,856
"Jul 22, 2023",Model_C,986,261,143,0,0,4,1073,1757,817,613,0,130,174,11,668,1566,990
"Aug 3, 2023",Model_E,440,146,102,4,0,2,571,1499,663,358,0,153,116,9,553,1434,444
"Aug 5, 2023",Model_A,1680,557,175,3,0,6,2429,3371,1658,1293,0,24,356,287,1091,3046,1699
"Aug 25, 2023",Model_C,746,262,221,6,0,4,1442,2097,1028,664,0,121,163,61,790,1932,757
"Sep 4, 2023",Model_D,860,339,285,2,1,12,1741,2601,1158,609,0,198,265,161,1041,2343,872
"Aug 29, 2023",Model_D,960,390,785,6,4,8,1921,3214,1508,673,0,150,303,145,1207,2893,979
"Dec 17, 2023",Model_D,431,169,62,2,0,4,2263,2584,723,334,0,16,147,588,706,2439,433
"Jan 27, 2023",Model_F,382,124,60,8,0,2,874,1164,821,243,0,2,95,134,409,1070,386
"Feb 15, 2023",Model_D,973,415,161,5,1,2,1760,2408,1232,737,0,151,197,73,922,2173,978
"Feb 12, 2023",Model_C,1208,377,136,3,0,6,1973,2608,1212,973,0,62,206,14,820,2402,1212
"Feb 19, 2023",Model_E,240,95,69,2,0,0,861,980,645,216,0,4,107,127,292,935,241
"Mar 4, 2023",Model_F,459,164,227,7,0,2,2268,2634,1670,556,0,27,210,335,687,2479,463
"Mar 2, 2023",Model_C,1580,465,162,2,2,10,2464,3337,1206,1026,0,234,341,20,1222,3037,1587
"Mar 9, 2023",Model_D,1049,389,240,2,3,4,2799,3596,1216,685,0,959,247,110,1277,3304,1055
"May 10, 2023",Model_F,357,102,90,5,0,2,1266,1736,1023,258,0,106,179,186,649,1617,361
"Jul 12, 2023",Model_A,1577,493,159,4,0,18,2425,3314,1978,978,0,29,303,284,1119,3016,1595
"Aug 3, 2023",Model_C,971,255,180,3,0,4,923,1614,738,595,0,115,140,10,646,1452,973
"Aug 10, 2023",Model_A,1535,536,161,4,1,2,2254,3218,1869,913,0,78,295,303,1087,2927,1553
"Aug 19, 2023",Model_F,264,96,113,4,0,6,1116,1376,669,323,0,11,232,26,432,1287,265
"Sep 7, 2023",Model_B,1022,217,193,2,1,14,799,1618,734,504,0,74,202,4,650,1450,1030
"Sep 14, 2023",Model_D,757,243,125,2,2,2,1978,2536,1038,577,0,129,339,216,976,2339,768
"Sep 26, 2023",Model_D,744,263,97,2,0,8,1417,1968,1303,100,0,62,174,137,788,1784,745
"Apr 10, 2023",Model_B,1107,389,206,6,3,4,904,1531,902,392,0,46,157,3,495,1409,1125
"Apr 13, 2023",Model_C,1234,334,118,6,1,6,1121,1807,967,558,0,82,165,9,701,1618,1241
"May 7, 2023",Model_E,489,191,25,0,0,4,88,722,234,123,0,129,85,0,256,698,491
"Mar 30, 2023",Model_F,319,108,116,3,0,0,2072,2475,1001,445,0,58,208,693,711,2344,320
"Apr 17, 2023",Model_A,1744,584,156,8,2,8,2524,3406,2005,1080,0,18,291,455,1104,3153,1761
"Feb 24, 2023",Model_C,1089,355,145,7,1,8,1743,2372,1006,932,0,112,242,14,857,2139,1094
"Oct 6, 2023",Model_C,745,239,98,3,0,12,1363,1846,1101,501,0,32,198,100,676,1696,755
"Nov 23, 2023",Model_E,235,59,99,3,0,0,338,736,328,226,0,48,77,0,306,693,235
"Sep 29, 2023",Model_F,299,111,58,7,0,0,1311,1590,981,223,0,13,290,26,553,1475,303
"Oct 5, 2023",Model_E,296,107,49,4,0,2,382,811,432,230,0,15,99,0,316,768,298
"Sep 18, 2023",Model_F,383,148,153,5,0,2,1608,1981,864,621,0,18,362,17,650,1837,387
"Nov 9, 2023",Model_D,602,218,73,5,0,4,1679,2128,816,489,0,44,164,271,806,1965,607
"Sep 1, 2023",Model_F,308,118,141,2,0,2,1336,1846,815,501,0,52,301,40,651,1720,311
"Sep 16, 2023",Model_A,2638,853,427,1,1,8,3924,5978,1890,1556,0,2050,414,528,1914,5431,2657
"Sep 22, 2023",Model_D,685,237,104,2,1,4,1349,1835,1167,155,0,41,207,134,717,1667,688
"Sep 11, 2023",Model_A,1853,660,194,3,2,14,3159,4233,2053,1682,0,51,373,439,1337,3877,1875
"Nov 1, 2023",Model_F,269,72,56,7,1,0,854,1134,763,257,0,15,186,15,422,1053,270
"Nov 10, 2023",Model_D,555,187,59,1,0,2,1713,2121,855,446,0,47,138,299,769,1978,560
"Nov 5, 2023",Model_E,213,72,49,1,0,0,339,666,327,245,0,2,77,1,230,628,214
"Dec 12, 2023",Model_B,668,115,64,3,0,2,581,1025,461,283,0,97,155,0,353,956,672
"Dec 15, 2023",Model_D,479,163,47,1,0,2,2006,2349,721,366,0,28,132,461,679,2213,481
"Jan 2, 2023",Model_C,1006,256,84,1,0,6,1309,1750,1457,20,0,9,255,6,567,1587,1009
"Dec 27, 2023",Model_E,206,49,35,5,0,0,309,591,268,230,0,6,73,3,192,551,206
"Dec 19, 2023",Model_E,251,73,29,3,0,4,319,658,307,216,0,14,80,0,268,621,252
"Nov 15, 2023",Model_E,218,71,46,3,0,2,316,635,310,201,0,5,64,1,245,607,221
"Aug 1, 2023",Model_C,888,220,126,2,0,2,940,1590,733,562,0,105,162,5,633,1418,891
"Aug 11, 2023",Model_F,326,119,138,1,1,2,1348,1667,838,442,0,14,208,97,591,1548,332
"Aug 6, 2023",Model_C,782,198,117,2,0,2,1307,1782,847,671,0,36,209,49,571,1637,787
"Aug 23, 2023",Model_A,1274,533,810,2,0,27,3518,4818,1897,1476,0,272,770,422,1492,4459,1287
"Sep 25, 2023",Model_E,367,125,52,6,0,6,421,966,696,51,0,10,94,3,397,914,368
"Jul 30, 2023",Model_F,382,115,203,4,0,0,2194,2582,1052,825,0,27,277,270,759,2393,385
"Nov 22, 2023",Model_B,737,201,265,0,0,4,581,1245,506,397,0,56,194,2,447,1162,745
"Jul 27, 2023",Model_F,366,88,243,3,0,2,1943,2262,1045,638,0,41,210,239,761,2109,370
"Jul 9, 2023",Model_B,1048,325,105,4,0,9,855,1389,648,542,0,21,166,7,476,1251,1058
"Jul 12, 2023",Model_F,415,100,230,7,0,2,1949,2261,920,816,0,195,176,154,767,2113,419
"Dec 30, 2023",Model_B,674,254,108,1,0,0,618,1137,601,301,0,33,162,3,359,1030,678
"Dec 17, 2023",Model_B,633,213,109,3,1,6,546,1033,523,341,0,24,123,1,339,950,645
"Dec 20, 2023",Model_D,524,177,65,4,0,2,2810,3185,747,408,0,32,147,732,799,3045,529
"Feb 17, 2023",Model_D,1046,414,150,4,1,0,1892,2584,1216,931,0,153,244,76,985,2319,1054
"Feb 27, 2023",Model_F,380,127,87,4,0,0,1535,1824,1112,331,0,29,124,273,610,1713,382
"Aug 23, 2023",Model_B,757,311,547,5,2,4,989,2098,832,656,0,124,331,13,737,1916,764
"Aug 21, 2023",Model_A,1824,683,1465,4,0,6,5803,7374,2112,1708,0,2733,396,601,2018,6899,1843
"Sep 11, 2023",Model_C,909,287,137,4,0,8,1514,2173,1235,566,0,72,216,82,803,1993,917
"Sep 17, 2023",Model_E,353,120,75,2,0,2,479,1065,526,324,0,13,109,2,359,1015,355
"Nov 28, 2023",Model_C,589,177,1087,3,12,8,1212,2506,862,554,0,58,448,70,818,2329,624
"Jan 5, 2023",Model_D,738,320,153,7,0,2,1185,1674,1388,28,0,18,199,51,642,1550,748
"Dec 22, 2023",Model_E,209,42,20,5,0,0,283,527,240,193,0,4,74,5,229,497,209
"Sep 8, 2023",Model_D,643,213,112,8,0,2,1594,2349,1197,438,0,102,257,145,888,2178,647
"Aug 6, 2023",Model_D,825,262,127,3,2,4,1489,2072,980,704,0,50,227,124,769,1858,831
"Aug 5, 2023",Model_E,539,204,55,4,0,0,444,1298,562,375,0,34,140,2,445,1220,542
"Aug 28, 2023",Model_C,855,289,214,0,0,4,1648,2255,1084,792,0,83,204,82,768,2071,857
"Aug 26, 2023",Model_D,994,438,807,9,4,6,1796,3202,1460,711,0,211,292,149,1200,2829,1015
"Mar 29, 2023",Model_C,1197,316,126,1,0,2,1094,1813,908,606,0,77,180,18,729,1627,1200
"Feb 25, 2023",Model_E,298,120,69,1,0,0,919,1083,746,204,0,5,120,146,308,1022,299
"Mar 8, 2023",Model_A,1662,637,270,1,0,15,2555,3620,1826,1365,0,40,294,193,1198,3304,1684
"Feb 2, 2023",Model_A,1763,662,202,3,0,12,2567,3459,1866,1310,0,10,260,123,1079,3179,1767
"Feb 2, 2023",Model_E,279,109,68,5,0,0,876,1017,706,196,0,4,105,137,344,956,282
"Dec 30, 2023",Model_A,1225,435,122,5,2,4,2155,2846,1580,662,0,9,342,321,836,2664,1236
"Dec 11, 2023",Model_D,494,164,74,2,1,2,2147,2529,703,428,0,47,148,481,749,2403,501
"Jan 15, 2023",Model_E,294,116,64,2,0,2,1000,1130,820,212,0,3,100,157,324,1074,294
"Jan 13, 2023",Model_B,984,338,155,3,0,6,887,1446,699,515,0,17,171,9,503,1310,986
"Oct 20, 2023",Model_E,313,112,43,2,0,0,387,800,399,290,0,12,73,1,292,745,313
"Oct 30, 2023",Model_E,288,100,38,7,0,2,346,700,421,188,0,13,59,2,285,652,288
"Nov 14, 2023",Model_F,297,89,84,3,0,0,922,1267,750,317,0,1,116,90,477,1160,299
"Feb 15, 2023",Model_F,472,155,99,4,0,0,1432,1764,1053,340,0,36,117,273,540,1655,474
"Feb 12, 2023",Model_E,292,126,76,4,0,0,988,1184,772,226,0,2,174,160,297,1125,293
"Mar 21, 2023",Model_E,243,71,69,5,0,2,1067,1220,832,210,0,15,134,113,400,1156,243
"Apr 1, 2023",Model_D,972,344,134,5,0,4,1590,2301,1199,693,0,122,197,203,849,2052,980
"Nov 26, 2023",Model_A,1240,434,515,1,3,4,2000,3003,1381,1057,0,42,340,266,943,2761,1257
"Sep 3, 2023",Model_D,851,362,633,3,1,8,1759,2889,1138,712,0,178,299,170,1024,2617,863
"Feb 24, 2023",Model_F,424,140,100,6,1,0,1336,1666,1007,368,0,39,144,213,600,1541,427
"Feb 27, 2023",Model_C,1219,348,150,6,0,0,1814,2529,1353,625,0,90,263,16,908,2298,1228
"Oct 10, 2023",Model_F,340,124,65,2,1,0,1042,1360,831,385,0,17,227,13,494,1264,343
"Dec 14, 2023",Model_D,430,167,56,1,0,4,1926,2268,682,321,0,36,117,434,650,2168,433
"Apr 26, 2023",Model_A,1706,558,172,2,0,6,2417,3307,1960,872,0,124,313,382,1031,3069,1714
"May 11, 2023",Model_B,966,317,304,2,2,4,983,1771,657,503,0,214,183,13,630,1620,979
"Sep 12, 2023",Model_A,1807,651,201,2,0,6,3088,4195,2001,1648,0,40,386,458,1313,3836,1826
"May 8, 2023",Model_D,953,360,169,5,0,8,2003,2648,1480,749,0,75,236,425,976,2382,954
"May 18, 2023",Model_A,1107,312,739,5,0,8,2773,3797,2046,969,0,27,315,354,1187,3549,1125
"May 21, 2023",Model_F,209,65,78,5,0,0,999,1329,732,307,0,5,141,138,455,1245,212
"Nov 18, 2023",Model_D,575,203,309,1,1,4,1863,2473,886,519,0,67,234,360,868,2281,580
"Oct 27, 2023",Model_A,1565,512,133,3,2,6,2479,3383,1968,985,0,23,317,331,1169,3104,1575
"Dec 6, 2023",Model_A,1288,423,92,2,0,0,2062,2787,1388,778,0,25,336,332,944,2555,1295
"Oct 27, 2023",Model_C,757,202,83,1,0,4,1468,1928,1126,543,0,42,189,105,664,1742,760
