date,Useable Date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,car_model_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,Engine Type
"Jun 7, 2024",2024-06-07,Model_D,585,224,151,2,0,2,1486,1958,754,951,7,20,236,53,750,1800,ICE
"Jun 11, 2024",2024-06-11,Model_D,645,232,171,2,0,5,1620,2154,799,992,6,63,285,63,770,1969,ICE
"Jun 15, 2024",2024-06-15,Model_D,660,232,143,4,0,5,1753,2191,774,1121,8,24,275,60,790,2001,ICE
"Jun 19, 2024",2024-06-19,Model_D,553,188,142,6,0,4,1396,1815,715,848,9,28,211,53,694,1666,ICE
"Jun 23, 2024",2024-06-23,Model_D,493,162,120,3,0,6,1484,2056,668,876,253,13,262,52,732,1916,ICE
"Jun 27, 2024",2024-06-27,Model_D,544,213,133,9,0,2,1512,2075,759,911,186,22,227,53,796,1921,ICE
"Jul 1, 2024",2024-07-01,Model_D,591,243,160,12,0,4,1493,1943,839,849,18,23,224,48,720,1791,ICE
"Jul 5, 2024",2024-07-05,Model_D,599,216,158,7,0,0,1425,1896,602,826,249,7,216,48,700,1748,ICE
"Jul 9, 2024",2024-07-09,Model_D,590,224,233,2,0,10,1723,2197,804,897,222,55,210,44,824,2036,ICE
"Jul 13, 2024",2024-07-13,Model_D,567,206,207,7,0,6,1598,2067,702,952,194,67,196,49,747,1914,ICE
"Jul 17, 2024",2024-07-17,Model_D,588,204,192,8,0,4,1545,2006,726,897,163,76,172,44,747,1856,ICE
"Jul 21, 2024",2024-07-21,Model_D,629,236,251,10,0,4,1647,2208,787,988,169,59,220,51,754,2023,ICE
"Jul 25, 2024",2024-07-25,Model_D,620,237,229,5,0,2,1561,2041,746,900,163,64,170,42,737,1889,ICE
"Jul 29, 2024",2024-07-29,Model_D,628,217,195,12,0,0,1700,2190,746,1049,135,75,195,65,824,2018,ICE
"Aug 2, 2024",2024-08-02,Model_D,588,220,206,5,0,0,1663,2209,721,1046,152,87,189,81,847,2031,ICE
"Aug 6, 2024",2024-08-06,Model_D,661,249,207,4,0,2,1669,2215,745,1021,130,91,228,60,804,2045,ICE
"Aug 10, 2024",2024-08-10,Model_D,717,287,191,5,0,0,1771,2383,715,1191,186,79,226,77,871,2141,ICE
"Aug 14, 2024",2024-08-14,Model_D,640,210,207,4,0,6,1669,2168,745,1064,108,76,178,72,819,2015,ICE
"Aug 18, 2024",2024-08-18,Model_D,792,330,209,11,0,8,1888,2381,758,1254,136,49,223,66,868,2163,ICE
"Aug 22, 2024",2024-08-22,Model_D,978,410,259,16,0,18,2458,3036,893,987,375,558,260,70,1150,2795,ICE
"Aug 26, 2024",2024-08-26,Model_D,750,292,439,10,0,5,1571,2325,925,796,265,142,208,54,862,2108,ICE
"Aug 30, 2024",2024-08-30,Model_D,713,266,391,13,0,20,1419,2123,799,646,232,246,215,51,828,1923,ICE
"Sep 3, 2024",2024-09-03,Model_D,630,202,265,11,0,6,1431,2020,809,744,138,130,221,61,776,1850,ICE
"Sep 7, 2024",2024-09-07,Model_D,660,265,192,9,0,2,1536,2004,704,952,123,59,209,66,726,1828,ICE
"Sep 11, 2024",2024-09-11,Model_D,568,206,219,19,0,2,1513,1985,620,992,131,72,182,55,796,1845,ICE
"Sep 15, 2024",2024-09-15,Model_D,657,267,244,12,0,2,1489,1984,673,977,122,41,184,44,701,1828,ICE
"Sep 19, 2024",2024-09-19,Model_D,538,205,157,17,0,2,1482,1920,600,1002,99,71,159,56,698,1761,ICE
"Sep 23, 2024",2024-09-23,Model_D,666,245,161,13,0,4,1571,2058,688,990,132,61,209,52,770,1892,ICE
"Sep 27, 2024",2024-09-27,Model_D,615,242,177,8,0,2,1537,2004,576,1077,141,57,177,51,799,1848,ICE
"Oct 1, 2024",2024-10-01,Model_D,599,206,108,10,0,4,1163,1578,592,621,97,40,202,30,578,1451,ICE
"Oct 5, 2024",2024-10-05,Model_D,570,222,131,8,0,4,1567,1942,706,783,248,54,178,41,688,1807,ICE
"Oct 9, 2024",2024-10-09,Model_D,513,195,113,12,0,2,1512,1869,606,824,243,51,177,53,658,1738,ICE
"Oct 13, 2024",2024-10-13,Model_D,536,217,136,13,0,4,1444,1843,614,874,148,34,191,56,606,1701,ICE
"Oct 17, 2024",2024-10-17,Model_D,499,188,108,10,0,2,1238,1593,532,662,184,57,148,57,606,1451,ICE
"Oct 21, 2024",2024-10-21,Model_D,555,230,127,17,0,2,1504,1898,618,794,250,60,169,67,691,1747,ICE
"Oct 25, 2024",2024-10-25,Model_D,172,54,3,5,0,2,1397,1465,584,602,182,23,297,4,567,1372,ICE
"Oct 29, 2024",2024-10-29,Model_D,479,212,132,13,0,2,1233,1549,607,600,210,31,334,5,567,1440,ICE
"Nov 2, 2024",2024-11-02,Model_D,486,205,92,9,0,2,935,1251,498,576,2,19,156,40,439,1155,ICE
"Nov 6, 2024",2024-11-06,Model_D,473,193,97,15,0,4,1317,1652,558,525,348,56,155,42,624,1527,ICE
"Nov 10, 2024",2024-11-10,Model_D,511,215,108,9,0,4,1081,1419,560,540,164,12,158,41,478,1321,ICE
"Nov 14, 2024",2024-11-14,Model_D,500,195,108,13,0,6,1092,1443,585,472,174,53,158,70,514,1334,ICE
"Nov 18, 2024",2024-11-18,Model_D,521,194,118,6,0,2,1192,1545,587,500,248,43,169,47,555,1434,ICE
"Jan 2, 2024",2024-01-02,Model_F,424,118,68,11,0,0,1307,1729,959,517,33,14,207,114,529,1583,BEV
"Jan 6, 2024",2024-01-06,Model_F,353,91,399,12,0,0,850,1537,776,529,26,19,195,86,467,1417,BEV
"Jan 10, 2024",2024-01-10,Model_F,313,78,596,10,0,0,855,1720,768,555,180,17,189,76,549,1618,BEV
"Jan 14, 2024",2024-01-14,Model_F,284,81,721,6,0,0,786,1808,738,784,86,12,196,77,514,1686,BEV
"Jan 18, 2024",2024-01-18,Model_F,291,73,557,6,0,0,780,1636,701,635,80,9,198,77,571,1540,BEV
"Jan 22, 2024",2024-01-22,Model_F,347,84,389,8,0,0,828,1532,743,519,70,21,157,81,532,1414,BEV
"Jan 26, 2024",2024-01-26,Model_F,266,49,0,7,0,0,747,1003,632,215,15,16,112,57,372,913,BEV
"Jan 30, 2024",2024-01-30,Model_F,333,85,0,10,0,2,1128,1480,741,255,170,5,283,96,549,1378,BEV
"Feb 3, 2024",2024-02-03,Model_F,337,119,0,11,0,2,1116,1529,637,375,233,23,259,105,524,1418,BEV
"Feb 7, 2024",2024-02-07,Model_F,336,95,0,13,0,0,1374,1630,683,616,225,10,188,32,549,1538,BEV
"Feb 11, 2024",2024-02-11,Model_F,261,91,0,14,0,2,1480,1757,614,788,208,20,213,41,533,1667,BEV
"Feb 15, 2024",2024-02-15,Model_F,231,74,0,11,0,4,1306,1604,652,525,183,111,183,62,540,1504,BEV
"Feb 19, 2024",2024-02-19,Model_F,273,86,0,8,0,0,986,1285,655,467,59,15,155,39,473,1192,BEV
"Feb 23, 2024",2024-02-23,Model_F,258,62,0,9,0,0,1207,1477,709,294,355,24,110,61,546,1356,BEV
"Feb 27, 2024",2024-02-27,Model_F,325,104,0,12,0,0,1590,1832,641,295,289,472,157,77,580,1735,BEV
"Mar 2, 2024",2024-03-02,Model_F,245,69,0,9,0,0,1091,1373,599,346,277,13,136,53,429,1274,BEV
"Mar 6, 2024",2024-03-06,Model_F,255,63,117,7,0,0,975,1311,664,281,235,14,122,66,480,1198,BEV
"Mar 10, 2024",2024-03-10,Model_F,221,76,110,7,0,2,1135,1444,591,436,302,10,116,52,450,1358,BEV
"Mar 14, 2024",2024-03-14,Model_F,289,82,96,6,0,2,1114,1515,751,372,259,12,124,79,537,1416,BEV
"Mar 18, 2024",2024-03-18,Model_F,232,68,46,7,0,0,1064,1365,685,375,198,19,90,61,486,1291,BEV
"Mar 22, 2024",2024-03-22,Model_F,255,62,43,13,0,0,1083,1339,647,384,200,10,108,73,445,1255,BEV
"Jul 9, 2024",2024-07-09,Model_F,366,89,191,5,0,4,1398,1813,910,433,325,20,152,60,721,1655,BEV
"Jul 13, 2024",2024-07-13,Model_F,295,94,144,5,0,0,1020,1346,621,293,305,18,213,31,462,1242,BEV
"Jul 17, 2024",2024-07-17,Model_F,314,105,126,7,0,0,1074,1429,692,292,284,24,239,32,496,1304,BEV
"Jul 21, 2024",2024-07-21,Model_F,274,88,157,3,0,2,980,1293,493,316,358,13,226,27,416,1202,BEV
"Jul 25, 2024",2024-07-25,Model_F,278,89,143,13,0,2,958,1319,620,289,270,19,219,40,444,1210,BEV
"Jul 29, 2024",2024-07-29,Model_F,259,67,101,4,0,6,789,1104,547,223,218,14,169,38,439,1012,BEV
"Aug 2, 2024",2024-08-02,Model_F,308,100,101,3,0,2,872,1203,565,240,276,8,197,25,438,1107,BEV
"Aug 6, 2024",2024-08-06,Model_F,329,119,111,8,0,2,954,1301,560,293,308,16,206,28,484,1202,BEV
"Aug 10, 2024",2024-08-10,Model_F,259,74,117,6,0,2,897,1227,482,271,343,11,228,38,373,1137,BEV
"Aug 14, 2024",2024-08-14,Model_F,302,99,112,6,0,2,980,1300,597,272,266,14,230,42,485,1210,BEV
"Aug 18, 2024",2024-08-18,Model_F,285,100,128,12,0,0,989,1289,525,352,309,13,213,33,446,1194,BEV
"Aug 22, 2024",2024-08-22,Model_F,373,111,80,16,0,2,1105,1491,720,277,268,83,226,36,549,1379,BEV
"Aug 26, 2024",2024-08-26,Model_F,273,97,128,9,0,0,1055,1384,583,370,303,29,202,39,501,1287,BEV
"Aug 30, 2024",2024-08-30,Model_F,332,96,123,18,0,4,1047,1418,636,364,275,29,224,50,532,1310,BEV
"Sep 3, 2024",2024-09-03,Model_F,350,100,136,14,0,0,1102,1494,684,357,295,20,249,44,524,1393,BEV
"Sep 7, 2024",2024-09-07,Model_F,309,112,137,13,0,3,1014,1385,606,328,312,16,252,34,462,1294,BEV
"Sep 11, 2024",2024-09-11,Model_F,307,96,129,10,0,2,1063,1488,690,336,315,16,251,41,565,1358,BEV
"Sep 15, 2024",2024-09-15,Model_F,329,107,116,4,0,0,1013,1350,599,319,335,13,217,40,462,1240,BEV
"Sep 19, 2024",2024-09-19,Model_F,338,102,94,12,0,0,1031,1394,611,380,281,20,201,35,526,1272,BEV
"Sep 23, 2024",2024-09-23,Model_F,334,92,88,22,0,2,1052,1419,689,295,293,18,242,49,527,1300,BEV
"Sep 27, 2024",2024-09-27,Model_F,367,93,98,9,0,0,982,1371,613,281,311,25,264,41,501,1265,BEV
"Oct 1, 2024",2024-10-01,Model_F,535,153,83,13,0,2,1115,1556,829,310,187,15,306,46,619,1378,BEV
"Oct 5, 2024",2024-10-05,Model_F,383,117,74,19,0,0,1093,1444,674,205,337,37,249,49,490,1305,BEV
"Oct 9, 2024",2024-10-09,Model_F,485,149,109,13,0,0,1383,1836,883,248,457,34,305,51,707,1659,BEV
"Oct 13, 2024",2024-10-13,Model_F,409,131,136,16,0,0,1429,1803,614,437,569,18,227,42,566,1678,BEV
"Oct 17, 2024",2024-10-17,Model_F,394,120,101,16,0,8,1290,1662,690,336,427,37,385,24,602,1537,BEV
"Oct 21, 2024",2024-10-21,Model_F,547,158,189,18,0,4,1175,1728,905,337,255,47,314,19,695,1550,BEV
"Oct 25, 2024",2024-10-25,Model_F,415,121,151,10,0,0,1040,1518,706,357,245,33,292,28,633,1372,BEV
"Oct 29, 2024",2024-10-29,Model_F,413,131,150,14,0,4,1024,1479,727,315,207,42,296,17,610,1323,BEV
"Nov 2, 2024",2024-11-02,Model_F,333,133,185,6,0,4,964,1379,605,321,245,32,302,17,512,1256,BEV
"Nov 6, 2024",2024-11-06,Model_F,400,113,57,16,0,2,1001,1390,751,258,133,81,247,30,588,1226,BEV
"Nov 10, 2024",2024-11-10,Model_F,400,147,63,14,0,2,1050,1400,707,335,180,25,237,22,562,1257,BEV
"Nov 14, 2024",2024-11-14,Model_F,399,152,55,12,0,0,999,1377,711,340,138,41,230,27,565,1217,BEV
"Nov 18, 2024",2024-11-18,Model_F,418,127,61,10,0,0,1063,1466,732,312,239,38,296,30,622,1300,BEV
"Mar 26, 2024",2024-03-26,Model_F,239,76,75,8,0,0,1097,1358,641,417,187,4,111,76,462,1267,BEV
"Mar 30, 2024",2024-03-30,Model_F,192,57,2,8,0,2,886,1093,453,340,190,1,113,52,332,1029,BEV
"Apr 3, 2024",2024-04-03,Model_F,397,122,44,6,0,2,1051,1401,808,409,0,7,179,74,537,1230,BEV
"Apr 7, 2024",2024-04-07,Model_F,240,68,30,6,0,0,660,912,557,250,5,3,118,42,328,830,BEV
"Apr 11, 2024",2024-04-11,Model_F,311,94,49,9,0,2,874,1163,556,341,41,12,147,69,455,1066,BEV
"Apr 15, 2024",2024-04-15,Model_F,343,96,73,12,0,0,860,1217,537,345,122,9,150,68,469,1113,BEV
"Apr 19, 2024",2024-04-19,Model_F,298,68,19,9,0,0,994,1239,652,349,66,6,154,76,436,1119,BEV
"Apr 23, 2024",2024-04-23,Model_F,336,81,55,8,0,2,1037,1383,667,428,63,21,172,88,525,1267,BEV
"Apr 27, 2024",2024-04-27,Model_F,244,68,52,7,0,2,902,1170,531,377,84,4,174,68,371,1073,BEV
"May 1, 2024",2024-05-01,Model_F,288,82,49,12,0,2,883,1183,629,273,82,13,176,76,452,1088,BEV
"May 5, 2024",2024-05-05,Model_F,291,89,52,11,0,0,1087,1357,552,314,328,17,147,82,432,1273,BEV
"May 9, 2024",2024-05-09,Model_F,304,77,53,5,0,2,1012,1341,601,311,252,8,148,91,490,1217,BEV
"May 13, 2024",2024-05-13,Model_F,325,101,78,9,0,2,929,1313,755,281,68,20,143,53,502,1187,BEV
"May 17, 2024",2024-05-17,Model_F,321,98,58,13,0,2,902,1267,671,245,127,19,176,64,467,1143,BEV
"May 21, 2024",2024-05-21,Model_F,281,76,56,7,0,2,904,1274,749,261,66,16,162,72,492,1165,BEV
"May 25, 2024",2024-05-25,Model_F,252,69,44,7,0,0,723,1015,498,233,74,6,127,79,321,918,BEV
"May 29, 2024",2024-05-29,Model_F,330,68,44,8,0,0,946,1248,652,261,99,9,158,90,462,1132,BEV
"Jun 2, 2024",2024-06-02,Model_F,226,67,39,6,0,0,929,1210,482,281,246,0,165,100,391,1089,BEV
"Jun 6, 2024",2024-06-06,Model_F,320,78,45,3,0,2,962,1224,566,263,205,9,161,40,488,1129,BEV
"Jun 10, 2024",2024-06-10,Model_F,331,87,52,1,0,2,1041,1388,652,308,200,10,169,68,528,1265,BEV
"Jun 14, 2024",2024-06-14,Model_F,357,94,259,7,0,6,2087,2453,618,298,187,1154,196,182,828,2256,BEV
"Jun 18, 2024",2024-06-18,Model_F,292,83,95,15,0,6,1026,1305,583,318,206,37,142,49,485,1208,BEV
"Jun 22, 2024",2024-06-22,Model_F,218,83,104,10,0,0,1159,1383,398,284,538,6,136,44,391,1302,BEV
"Jun 26, 2024",2024-06-26,Model_F,282,85,127,18,0,6,1174,1513,542,302,448,28,156,56,492,1407,BEV
"Jun 30, 2024",2024-06-30,Model_F,210,82,82,2,0,4,926,1192,352,296,408,3,138,40,380,1120,BEV
"Jul 4, 2024",2024-07-04,Model_F,303,88,170,6,0,2,1095,1466,601,389,317,9,151,46,542,1352,BEV
"Jul 8, 2024",2024-07-08,Model_F,423,122,189,11,0,2,1333,1754,860,347,374,15,150,48,677,1595,BEV
"Jul 10, 2024",2024-07-10,Model_F,344,91,163,11,0,6,1238,1646,830,302,343,24,147,55,613,1499,BEV
"Jul 14, 2024",2024-07-14,Model_F,231,74,136,3,0,2,863,1145,456,290,291,9,212,29,405,1077,BEV
"Jul 18, 2024",2024-07-18,Model_F,251,74,112,6,0,4,966,1273,599,298,259,8,211,28,467,1185,BEV
"Jul 22, 2024",2024-07-22,Model_F,377,114,128,10,0,0,1046,1458,711,280,317,26,233,36,515,1341,BEV
"Jul 26, 2024",2024-07-26,Model_F,272,80,109,9,0,4,943,1229,538,285,291,15,207,35,440,1137,BEV
"Jul 30, 2024",2024-07-30,Model_F,244,71,105,6,0,0,921,1215,497,318,262,15,228,34,411,1135,BEV
"Aug 3, 2024",2024-08-03,Model_F,263,89,115,4,0,2,854,1149,513,213,291,17,211,27,381,1078,BEV
"Aug 7, 2024",2024-08-07,Model_F,313,104,132,13,0,0,1076,1418,578,358,316,15,227,32,515,1330,BEV
"Aug 11, 2024",2024-08-11,Model_F,240,79,106,7,0,0,954,1272,489,312,321,14,224,42,419,1194,BEV
"Aug 15, 2024",2024-08-15,Model_F,393,121,115,14,0,4,1124,1542,739,298,299,15,273,47,524,1395,BEV
"Aug 19, 2024",2024-08-19,Model_F,398,131,104,13,0,0,1092,1455,664,328,298,17,245,30,554,1348,BEV
"Aug 23, 2024",2024-08-23,Model_F,295,103,130,8,0,2,1035,1361,550,412,247,49,210,24,530,1282,BEV
"Aug 27, 2024",2024-08-27,Model_F,343,100,122,10,0,0,1099,1468,663,387,255,22,265,29,580,1362,BEV
"Aug 31, 2024",2024-08-31,Model_F,280,104,113,14,0,0,1009,1325,583,350,275,21,225,22,485,1244,BEV
"Sep 4, 2024",2024-09-04,Model_F,373,106,114,18,0,0,1127,1498,737,282,315,15,267,49,553,1397,BEV
"Sep 8, 2024",2024-09-08,Model_F,296,78,126,9,0,0,1061,1403,581,348,350,14,227,32,493,1297,BEV
"Sep 12, 2024",2024-09-12,Model_F,335,99,116,13,0,0,1085,1485,652,381,311,22,222,30,546,1356,BEV
"Sep 16, 2024",2024-09-16,Model_F,366,106,118,13,0,2,1093,1462,687,308,319,18,260,39,537,1359,BEV
"Sep 20, 2024",2024-09-20,Model_F,383,124,107,11,0,2,1086,1544,773,268,310,53,239,40,601,1410,BEV
"Sep 24, 2024",2024-09-24,Model_F,355,112,96,18,0,2,848,1238,675,276,135,17,219,36,457,1119,BEV
"Sep 28, 2024",2024-09-28,Model_F,250,69,114,5,0,0,913,1214,476,311,297,13,224,38,396,1139,BEV
"Oct 2, 2024",2024-10-02,Model_F,535,167,76,13,0,4,1125,1564,835,288,210,17,276,42,651,1393,BEV
"Oct 6, 2024",2024-10-06,Model_F,429,143,101,16,0,4,1218,1611,738,246,385,34,294,48,545,1474,BEV
"Oct 10, 2024",2024-10-10,Model_F,464,137,107,12,0,4,1314,1726,779,284,413,35,310,42,697,1575,BEV
"Oct 14, 2024",2024-10-14,Model_F,447,136,127,18,0,2,1420,1836,864,288,461,24,416,30,713,1687,BEV
"Oct 18, 2024",2024-10-18,Model_F,495,167,307,18,0,2,1196,1842,768,352,356,168,331,19,734,1681,BEV
"Oct 22, 2024",2024-10-22,Model_F,419,108,198,12,0,2,1030,1523,761,307,203,41,282,18,603,1373,BEV
"Jul 11, 2024",2024-07-11,Model_F,313,75,176,12,0,2,1178,1588,787,323,322,25,229,39,551,1484,BEV
"Jul 15, 2024",2024-07-15,Model_F,350,95,135,7,0,4,1084,1437,672,309,341,12,233,43,516,1332,BEV
"Jul 19, 2024",2024-07-19,Model_F,249,87,128,10,0,0,883,1205,570,245,256,24,207,36,440,1115,BEV
"Jul 23, 2024",2024-07-23,Model_F,329,107,106,6,0,6,1034,1345,550,337,310,24,234,36,469,1229,BEV
"Jul 27, 2024",2024-07-27,Model_F,242,84,140,6,0,0,864,1167,456,295,305,16,190,36,389,1083,BEV
"Jul 31, 2024",2024-07-31,Model_F,249,71,114,9,0,2,787,1095,459,252,267,14,184,30,409,1021,BEV
"Aug 4, 2024",2024-08-04,Model_F,287,105,118,5,0,2,928,1207,479,288,315,9,226,27,379,1131,BEV
"Aug 8, 2024",2024-08-08,Model_F,316,100,121,17,0,4,983,1332,614,296,296,15,205,39,498,1242,BEV
"Aug 12, 2024",2024-08-12,Model_F,282,90,116,6,0,4,945,1274,577,288,247,17,242,38,473,1189,BEV
"Aug 16, 2024",2024-08-16,Model_F,323,99,91,16,0,4,1085,1437,689,292,318,16,250,46,528,1295,BEV
"Aug 20, 2024",2024-08-20,Model_F,367,117,111,9,0,0,1091,1464,659,327,327,20,243,36,509,1344,BEV
"Aug 24, 2024",2024-08-24,Model_F,283,93,118,9,0,0,1018,1339,562,318,285,26,268,36,460,1272,BEV
"Aug 28, 2024",2024-08-28,Model_F,352,104,113,17,0,0,1129,1476,658,437,240,24,245,40,522,1385,BEV
"Sep 1, 2024",2024-09-01,Model_F,277,83,120,11,0,0,1087,1375,520,394,328,10,265,30,481,1289,BEV
"Sep 5, 2024",2024-09-05,Model_F,350,107,105,15,0,0,1176,1574,746,369,307,12,288,39,563,1445,BEV
"Sep 9, 2024",2024-09-09,Model_F,375,103,122,10,0,4,1134,1560,715,369,315,27,262,45,574,1411,BEV
"Sep 13, 2024",2024-09-13,Model_F,263,88,104,7,0,2,976,1351,631,278,292,17,245,48,483,1259,BEV
"Sep 17, 2024",2024-09-17,Model_F,354,106,92,20,0,4,1024,1399,703,274,284,15,220,56,525,1281,BEV
"Sep 21, 2024",2024-09-21,Model_F,306,91,103,8,0,0,990,1363,569,353,338,22,213,37,465,1253,BEV
"Sep 25, 2024",2024-09-25,Model_F,352,104,121,9,0,0,863,1230,644,230,195,23,231,42,459,1126,BEV
"Sep 29, 2024",2024-09-29,Model_F,303,108,94,15,0,0,998,1320,537,305,317,12,263,47,416,1208,BEV
"Oct 3, 2024",2024-10-03,Model_F,499,133,64,24,0,2,1132,1567,824,289,227,40,262,47,622,1381,BEV
"Oct 7, 2024",2024-10-07,Model_F,532,127,93,21,0,0,1331,1826,916,297,378,41,297,54,739,1650,BEV
"Oct 11, 2024",2024-10-11,Model_F,486,150,108,18,0,2,1307,1722,785,280,416,25,265,43,609,1572,BEV
"Oct 15, 2024",2024-10-15,Model_F,442,142,131,15,0,4,1399,1812,782,334,488,26,419,20,692,1653,BEV
"Oct 19, 2024",2024-10-19,Model_F,425,137,318,15,0,0,1187,1773,664,416,410,99,338,21,650,1627,BEV
"Oct 23, 2024",2024-10-23,Model_F,479,147,216,15,0,0,1068,1565,755,300,182,165,264,19,657,1409,BEV
"Oct 27, 2024",2024-10-27,Model_F,412,136,174,10,0,3,984,1415,617,352,240,27,284,20,534,1261,BEV
"Oct 31, 2024",2024-10-31,Model_F,363,107,114,14,0,0,924,1335,655,271,194,25,287,17,544,1201,BEV
"Nov 4, 2024",2024-11-04,Model_F,386,120,110,26,0,10,1072,1465,729,323,199,35,264,12,625,1313,BEV
"Nov 8, 2024",2024-11-08,Model_F,409,152,66,16,0,0,1083,1491,804,310,181,42,264,31,630,1341,BEV
"Nov 12, 2024",2024-11-12,Model_F,423,118,55,12,0,4,1084,1491,752,332,205,36,268,17,633,1327,BEV
"Nov 16, 2024",2024-11-16,Model_F,371,124,57,14,0,0,974,1328,614,342,203,37,261,21,538,1207,BEV
"Oct 26, 2024",2024-10-26,Model_F,419,141,183,10,0,2,996,1427,635,346,245,33,291,19,548,1274,BEV
"Oct 30, 2024",2024-10-30,Model_F,342,91,142,16,0,8,986,1379,715,316,177,56,252,20,538,1244,BEV
"Nov 3, 2024",2024-11-03,Model_F,301,111,182,13,0,2,985,1374,566,335,284,25,278,17,542,1263,BEV
"Nov 7, 2024",2024-11-07,Model_F,411,126,63,9,0,2,1080,1468,801,267,167,52,308,28,614,1315,BEV
"Nov 11, 2024",2024-11-11,Model_F,434,134,62,16,0,4,1102,1523,843,352,159,41,254,27,663,1379,BEV
"Nov 15, 2024",2024-11-15,Model_F,442,128,49,10,0,2,1101,1479,801,292,152,77,282,19,589,1300,BEV
"Nov 19, 2024",2024-11-19,Model_F,5,2,2,0,0,0,32,39,11,6,19,1,8,0,17,38,BEV
"Jul 12, 2024",2024-07-12,Model_F,322,100,163,9,0,0,1167,1563,741,377,325,21,266,47,549,1433,BEV
"Jul 16, 2024",2024-07-16,Model_F,384,99,154,7,0,2,1184,1575,760,339,322,20,297,35,568,1471,BEV
"Jul 20, 2024",2024-07-20,Model_F,294,91,106,3,0,0,1019,1336,506,359,310,25,254,45,427,1232,BEV
"Jul 24, 2024",2024-07-24,Model_F,303,95,116,12,0,0,1024,1385,671,262,302,29,220,28,482,1284,BEV
"Jul 28, 2024",2024-07-28,Model_F,229,80,107,3,0,7,849,1114,454,263,323,7,171,40,373,1030,BEV
"Aug 1, 2024",2024-08-01,Model_F,299,106,112,8,0,2,885,1218,564,252,251,16,218,23,424,1126,BEV
"Aug 5, 2024",2024-08-05,Model_F,345,109,111,8,0,0,936,1281,581,300,257,17,215,42,451,1176,BEV
"Aug 9, 2024",2024-08-09,Model_F,289,92,126,8,0,2,866,1178,521,241,295,10,199,16,391,1105,BEV
"Aug 13, 2024",2024-08-13,Model_F,285,101,123,11,0,0,1015,1363,597,319,301,25,234,41,496,1259,BEV
"Aug 17, 2024",2024-08-17,Model_F,307,120,101,12,0,0,927,1291,587,270,290,13,237,31,431,1188,BEV
"Aug 21, 2024",2024-08-21,Model_F,400,124,133,13,0,3,1100,1539,659,372,286,84,246,34,543,1423,BEV
"Aug 25, 2024",2024-08-25,Model_F,277,90,123,8,0,0,1028,1344,547,368,303,16,230,39,446,1232,BEV
"Aug 29, 2024",2024-08-29,Model_F,314,107,132,10,0,0,1122,1482,674,398,252,44,257,42,548,1371,BEV
"Sep 2, 2024",2024-09-02,Model_F,371,104,61,11,0,4,1249,1583,680,438,321,18,243,32,647,1507,BEV
"Sep 6, 2024",2024-09-06,Model_F,335,90,117,14,0,0,1113,1495,731,299,295,17,282,56,560,1353,BEV
"Sep 10, 2024",2024-09-10,Model_F,396,121,153,16,0,2,1151,1624,727,320,316,24,290,41,585,1468,BEV
"Sep 14, 2024",2024-09-14,Model_F,265,98,93,11,0,0,961,1294,530,301,312,33,228,44,439,1210,BEV
"Sep 18, 2024",2024-09-18,Model_F,370,105,65,18,0,0,1052,1390,673,295,279,15,222,37,527,1252,BEV
"Sep 22, 2024",2024-09-22,Model_F,337,120,68,11,0,0,1139,1489,651,327,378,9,266,39,498,1367,BEV
"Sep 26, 2024",2024-09-26,Model_F,335,111,91,11,0,2,1017,1409,614,310,325,19,247,40,506,1300,BEV
"Sep 30, 2024",2024-09-30,Model_F,325,96,91,14,0,2,1004,1380,685,246,282,10,251,35,484,1282,BEV
"Oct 4, 2024",2024-10-04,Model_F,483,135,85,16,0,0,1158,1622,842,263,286,41,254,41,622,1443,BEV
"Oct 8, 2024",2024-10-08,Model_F,481,144,125,20,0,2,1339,1820,816,340,406,50,263,44,691,1653,BEV
"Oct 12, 2024",2024-10-12,Model_F,421,135,121,15,0,0,1334,1726,612,442,485,19,247,40,632,1585,BEV
"Oct 16, 2024",2024-10-16,Model_F,421,129,114,15,0,2,1317,1710,761,312,436,28,364,23,661,1558,BEV
"Oct 20, 2024",2024-10-20,Model_F,411,130,297,13,0,4,1159,1710,663,445,397,43,329,13,663,1569,BEV
"Oct 24, 2024",2024-10-24,Model_F,425,121,157,21,0,2,1021,1492,703,308,202,59,301,23,623,1359,BEV
"Oct 28, 2024",2024-10-28,Model_F,480,159,154,23,0,10,1122,1664,843,385,234,36,310,29,700,1487,BEV
"Nov 1, 2024",2024-11-01,Model_F,371,87,166,14,0,2,1014,1446,724,311,229,28,280,19,571,1309,BEV
"Nov 5, 2024",2024-11-05,Model_F,455,160,54,18,0,2,1287,1667,808,259,166,248,309,18,685,1512,BEV
"Nov 9, 2024",2024-11-09,Model_F,384,126,36,21,0,2,1065,1425,699,275,226,45,297,26,581,1286,BEV
"Nov 13, 2024",2024-11-13,Model_F,407,123,54,20,0,8,1104,1512,779,299,214,51,269,16,657,1345,BEV
"Nov 17, 2024",2024-11-17,Model_F,312,119,46,14,0,0,944,1264,572,321,192,27,260,14,451,1158,BEV
